/* DATA DESCRIPTION:
	Mixed layer depth [m] (MLD) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: after Monterey & Levitus (1997)
	Net primary production of carbon [mg/m**2/day] (NPP C) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * COMMENT: Ocean Productivity
	Oxygen, apparent utilization [mol/m**3] (AOU) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: extracted from the World Ocean Database (2013) (URI: https://doi.org/10.2481/dsj.WDS-041) * COMMENT: 10 m
	Oxygen, apparent utilization [mol/m**3] (AOU) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: extracted from the World Ocean Database (2013) (URI: https://doi.org/10.2481/dsj.WDS-041) * COMMENT: 200 m
	Acanthocorys castanoides [%] (A. castanoides) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Acanthodesmia micropora [%] (A. micropora) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Acanthosphaera actinota [%] (A. actinota) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Acanthosphaera bernardi [%] (A. bernardi) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Acanthosphaera circopora [%] (A. circopora) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Acanthosphaera fortispina [%] (A. fortispina) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Acanthosphaera haliphormis [%] (A. haliphormis) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Acanthosphaera pinchuda [%] (A. pinchuda) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Acrobotrys disolenia [%] (A. disolenia) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Actinomma antarcticum [%] (A. antarcticum) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Actinomma brevispiculum [%] (A. brevispiculum) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Actinomma capillaceum [%] (A. capillaceum) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Actinomma hastatum [%] (A. hastatum) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Actinomma henningsmoeni [%] (A. henningsmoeni) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Actinomma livae [%] (A. livae) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Actinomma medusa [%] (A. medusa) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Actinomma mirabile [%] (A. mirabile) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Actinomma multispinula [%] (A. multispinula) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Actinomma plasticum [%] (A. plasticum) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Actinomma sol [%] (A. sol) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Actinomma trinacria [%] (A. trinacria) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Actinosphaera acanthophora [%] (A. acanthophora) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Actinosphaera capillacea [%] (A. capillacea) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Actinosphaera tenella [%] (A. tenella) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Amphicraspedum murrayanum [%] (A. murrayanum) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Amphimelissa setosa [%] (A. setosa) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Amphiplecta acrostoma [%] (A. acrostoma) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Amphirhopalum ypsilon [%] (A. ypsilon) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Amphisphaera gracilis [%] (A. gracilis) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Amphisphaera nigriniae [%] (A. nigriniae) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Amphisphaera tanzhiyuani [%] (A. tanzhiyuani) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Amphispyris reticulata [%] (A. reticulata) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Amphistylus angelinus [%] (A. angelinus) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Amphymenium elegans [%] (A. elegans) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Androcyclas gamphonycha [%] (A. gamphonycha) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Androspyris fenestrata [%] (A. fenestrata) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Androspyris huxleyi [%] (A. huxleyi) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Androspyris reticulidisca [%] (A. reticulidisca) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Anomalacantha dentata [%] (A. dentata) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Anthocyrtidium angulare [%] (A. angulare) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Arachnocorys circumtexta [%] (A. circumtexta) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Arachnocorys dubius [%] (A. dubius) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Arachnocorys pentacantha [%] (A. pentacantha) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Arachnocorys umbellifera [%] (A. umbellifera) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Arachnosphaera myriacantha [%] (A. myriacantha) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Archipera dipleura [%] (A. dipleura) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Archipera hexacantha [%] (A. hexacantha) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Archipera triclavigera [%] (A. triclavigera) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Artobotrys borealis [%] (A. borealis) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Artostrobus annulatus [%] (A. annulatus) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Artostrobus joergenseni [%] (A. joergenseni) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Artostrobus pretabulatus [%] (A. pretabulatus) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Astrosphaera hexagonalis [%] (A. hexagonalis) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Axoprunum monostylum [%] (A. monostylum) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Axoprunum stauraxonium [%] (A. stauraxonium) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Bathropyramis woodringi [%] (B. woodringi) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Botryocampe conythorax [%] (B. conythorax) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Botryocampe inflata [%] (B. inflata) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Botryocephalina armata [%] (B. armata) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Botryocyrtis quinaria [%] (B. quinaria) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Botryocyrtis scutum [%] (B. scutum) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Botryopera triloba [%] (B. triloba) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Botryostrobus aquilonaris [%] (B. aquilonaris) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Buccinosphaera invaginata [%] (B. invaginata) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Cadium melo [%] (C. melo) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Callimitra carolotae [%] (C. carolotae) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Callimitra solocicribrata [%] (C. solocicribrata) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Calocyclas monumentum [%] (C. monumentum) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Cannobotryidae [%] (Cannobotryidae) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Carpocanopsis obovata [%] (C. obovata) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Carpocanthum monostylum [%] (C. monostylum) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Carposphaera globosa [%] (C. globosa) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Carposphaera magnaporylosa [%] (C. magnaporylosa) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Carposphaera raiai [%] (C. raiai) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Carposphaera subbotinae [%] (C. subbotinae) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Cenellipsis ellipticum [%] (C. ellipticum) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Cenosphaera antarctica [%] (C. antarctica) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Cenosphaera coronata [%] (C. coronata) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Cenosphaera cristata [%] (C. cristata) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
	Cenosphaera elysia [%] (C. elysia) * PI: Hernández-Almeida, Iván (https://orcid.org/0000-0002-9329-8357, ivan.hernandez@erdw.ethz.ch) * METHOD/DEVICE: Calculated
